"","MSZoning","LotShape","LandContour","LotConfig","Neighborhood","Condition2","BldgType","HouseStyle","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","Electrical","KitchenQual","Functional","GarageType","GarageFinish","PavedDrive","SaleType","SaleCondition","MasVnrType.1","BsmtFinType2.1","BsmtFinSF2","MSZoning.1","Foundation.1","BsmtExposure.1","BsmtFinType1.1","Condition1.1","Utilities.1","BsmtQual.1","LandContour.1","LandSlope.1","LotConfig.1","BsmtCond.1","Exterior1st.1","ExterQual.1"
"932","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Rec","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Rec",466,"RL","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"933","RL","IR1","Lvl","Corner","Somerst","Norm","1Fam","1Story","Hip","VinylSd","ImStucc","Stone","Ex","TA","PConc","Ex","Gd","No","Unf","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","Unf","RRNn","AllPub","Ex","Lvl","Gtl","Corner","Gd","VinylSd","Ex"
"934","RL","Reg","Lvl","FR2","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","FR2","TA","VinylSd","Gd"
"935","RL","IR2","HLS","Inside","NAmes","Norm","1Fam","1Story","Flat","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","Gd","GLQ","PosA","AllPub","Gd","HLS","Mod","Inside","TA","Wd Sdng","TA"
"936","RL","IR1","Lvl","Inside","BrkSide","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","BrkFace","TA","Gd","PConc","Fa","TA","Mn","Unf","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Mn","Unf","Norm","AllPub","Fa","Lvl","Gtl","Inside","TA","MetalSd","TA"
"937","RL","Reg","Lvl","Inside","SawyerW","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"938","RL","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"939","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","Mn","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","None","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","Gd","VinylSd","Gd"
"940","RL","Reg","Lvl","Inside","ClearCr","Norm","1Fam","2Story","Gable","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","Mn","Unf","Unf","Ex","SBrkr","TA","Typ","Attchd","Unf","Y","COD","Normal","None","Unf",0,"RL","CBlock","Mn","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"941","RL","IR1","Lvl","Inside","Mitchel","Norm","Duplex","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","Gd","Rec","LwQ","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","LwQ",396,"RL","CBlock","Gd","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"942","RL","IR1","Lvl","FR2","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","ALQ","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","ALQ","RRNn","AllPub","Gd","Lvl","Gtl","FR2","TA","VinylSd","Gd"
"943","RL","IR1","Lvl","Inside","Edwards","Norm","Duplex","1Story","Gable","MetalSd","MetalSd","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Unf","TA","SBrkr","TA","Typ","2Types","Unf","N","Oth","Abnorml","None","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","MetalSd","TA"
"944","RL","Reg","Low","Inside","Mitchel","Norm","Duplex","1Story","Gable","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","Av","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","P","WD","Normal","None","Unf",0,"RL","CBlock","Av","Unf","Norm","AllPub","TA","Low","Gtl","Inside","TA","HdBoard","TA"
"945","RL","IR1","Lvl","CulDSac","Timber","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","GLQ","Rec","Gd","FuseA","Gd","Typ","Basment","RFn","Y","COD","Abnorml","BrkFace","Rec",354,"RL","CBlock","No","GLQ","Norm","NoSeWa","TA","Lvl","Gtl","CulDSac","TA","HdBoard","TA"
"946","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","1.5Fin","Hip","VinylSd","VinylSd","None","TA","TA","BrkTil","TA","TA","No","LwQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RM","BrkTil","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"947","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","SLvl","Gable","HdBoard","HdBoard","BrkFace","TA","Gd","CBlock","TA","TA","Av","ALQ","BLQ","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","BLQ",294,"RL","CBlock","Av","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"948","RL","Reg","Lvl","Inside","Timber","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"949","RL","IR1","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Gd","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"950","RL","Reg","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"951","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","ALQ","BLQ","Gd","SBrkr","Gd","Typ","Detchd","RFn","Y","WD","Normal","None","BLQ",149,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"952","RH","Reg","Lvl","Corner","SawyerW","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Unf","Gd","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RH","CBlock","No","BLQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"953","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","SFoyer","Gable","WdShing","HdBoard","None","TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf","Gd","SBrkr","TA","Typ","Detchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","WdShing","TA"
"954","RL","IR1","Lvl","Inside","Mitchel","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Av","ALQ","LwQ","Ex","SBrkr","TA","Min2","Attchd","RFn","Y","WD","Normal","BrkFace","LwQ",193,"RL","CBlock","Av","ALQ","Norm","AllPub","TA","Lvl","Mod","Inside","TA","HdBoard","TA"
"955","RL","IR1","Lvl","CulDSac","Edwards","Norm","Duplex","SFoyer","Flat","WdShing","Plywood","BrkFace","TA","TA","CBlock","Gd","Gd","Gd","GLQ","Unf","TA","SBrkr","TA","Typ","2Types","RFn","Y","WD","AdjLand","BrkFace","Unf",0,"RL","CBlock","Gd","GLQ","Norm","AllPub","Gd","Lvl","Gtl","CulDSac","Gd","WdShing","TA"
"956","RH","IR1","HLS","Inside","Crawfor","Norm","Duplex","2Story","Gable","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","Gd","TA","No","Rec","Unf","TA","FuseF","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RH","CBlock","No","Rec","Norm","AllPub","Gd","HLS","Gtl","Inside","TA","MetalSd","TA"
"957","RM","Reg","Lvl","Inside","Blueste","Norm","TwnhsE","2Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RM","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","MetalSd","TA"
"958","RL","Reg","Lvl","Inside","Sawyer","Norm","1Fam","1Story","Hip","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Detchd","Fin","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"959","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Mn","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"960","FV","Reg","Lvl","FR2","Somerst","Norm","Twnhs","2Story","Hip","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","ALQ","Unf","Ex","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"FV","PConc","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","FR2","TA","MetalSd","Gd"
"961","RL","IR1","Lvl","Inside","BrkSide","Norm","1Fam","1Story","Gable","Wd Sdng","Plywood","None","TA","Gd","CBlock","TA","TA","Gd","BLQ","Unf","Gd","SBrkr","TA","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","Gd","BLQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"962","RL","IR1","Lvl","Corner","NWAmes","Norm","1Fam","2Story","Gable","HdBoard","HdBoard","BrkFace","TA","Gd","CBlock","Gd","Gd","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","PosN","AllPub","Gd","Lvl","Gtl","Corner","Gd","HdBoard","TA"
"963","RL","Reg","Lvl","Corner","NPkVill","Norm","TwnhsE","2Story","Gable","Plywood","Brk Cmn","None","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","TA","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","Plywood","TA"
"964","RL","IR1","Lvl","Corner","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","No","Unf","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Ex","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"965","RL","Reg","Lvl","Corner","Timber","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"966","RL","Reg","Lvl","Inside","Gilbert","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","None","Unf",0,"RL","PConc","No","Unf","RRAn","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"967","RL","IR1","HLS","Inside","Crawfor","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","Gd","Gd","BrkTil","TA","Fa","No","Rec","Unf","Ex","SBrkr","TA","Min2","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","Rec","Norm","AllPub","TA","HLS","Gtl","Inside","Fa","MetalSd","Gd"
"968","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"969","RM","Reg","Lvl","Inside","OldTown","Norm","1Fam","1.5Fin","Gable","VinylSd","VinylSd","None","TA","TA","BrkTil","TA","TA","No","Unf","Unf","Fa","SBrkr","TA","Typ","Attchd","Fin","Y","WD","Abnorml","None","Unf",0,"RM","BrkTil","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","VinylSd","TA"
"970","RL","Reg","Lvl","Inside","NAmes","Norm","2fmCon","SLvl","Hip","HdBoard","HdBoard","BrkFace","TA","Fa","CBlock","TA","TA","Gd","ALQ","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","ConLD","Normal","BrkFace","Unf",0,"RL","CBlock","Gd","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"971","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","1.5Fin","Gable","AsbShng","AsbShng","None","TA","TA","CBlock","TA","TA","No","Unf","Unf","TA","FuseA","TA","Typ","Basment","Unf","Y","WD","Abnorml","None","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","AsbShng","TA"
"972","RL","Reg","Lvl","Inside","NridgHt","Norm","Twnhs","2Story","Gable","VinylSd","Wd Shng","Stone","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","BuiltIn","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"973","RL","Reg","Lvl","Inside","SawyerW","Norm","TwnhsE","1Story","Gable","Plywood","Plywood","None","TA","TA","CBlock","Gd","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","CBlock","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","Plywood","TA"
"974","FV","Reg","Lvl","Corner","Somerst","Norm","1Fam","1Story","Gable","CemntBd","CmentBd","BrkCmn","Gd","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","BrkCmn","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","CemntBd","Gd"
"975","RL","IR1","Lvl","Corner","BrkSide","Feedr","1Fam","2Story","Gable","HdBoard","HdBoard","None","TA","Gd","BrkTil","Gd","TA","No","Unf","Unf","TA","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","BrkTil","No","Unf","RRAn","AllPub","Gd","Lvl","Gtl","Corner","TA","HdBoard","TA"
"976","FV","Reg","Lvl","FR2","Somerst","Norm","Twnhs","2Story","Gable","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","FR2","TA","MetalSd","Gd"
"977","RL","IR1","Bnk","Inside","BrkSide","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","TA","FuseA","Fa","Typ","2Types","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Bnk","Gtl","Inside","TA","Wd Sdng","TA"
"978","FV","IR1","Lvl","Inside","Somerst","Norm","TwnhsE","1Story","Gable","VinylSd","VinylSd","BrkCmn","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","New","Partial","BrkCmn","Unf",0,"FV","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"979","RL","Reg","Bnk","Inside","Edwards","Norm","1Fam","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","LwQ","Unf","Ex","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Bnk","Mod","Inside","TA","MetalSd","TA"
"980","RL","Reg","Lvl","Corner","Sawyer","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","No","Rec","Feedr","AllPub","TA","Lvl","Gtl","Corner","TA","VinylSd","TA"
"981","RL","IR1","Lvl","Corner","NAmes","Norm","1Fam","SFoyer","Gable","CemntBd","CmentBd","Stone","Ex","TA","CBlock","TA","TA","Av","ALQ","Unf","Gd","SBrkr","Ex","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","CBlock","Av","ALQ","Norm","AllPub","TA","Lvl","Gtl","Corner","TA","CemntBd","Ex"
"982","RL","IR1","Lvl","Corner","NoRidge","Norm","1Fam","2Story","Hip","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","VinylSd","Gd"
"983","RL","Reg","Lvl","Inside","Blmngtn","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","Av","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"984","RL","Reg","Lvl","Corner","CollgCr","Norm","1Fam","2Story","Gable","CemntBd","CmentBd","None","Gd","TA","PConc","Gd","TA","Mn","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RL","PConc","Mn","Unf","Norm","AllPub","Gd","Lvl","Gtl","Corner","TA","CemntBd","Gd"
"985","RL","Reg","Lvl","Inside","Mitchel","Norm","Duplex","1.5Fin","Gable","Plywood","Plywood","None","TA","TA","CBlock","Ex","Fa","Gd","ALQ","GLQ","TA","SBrkr","Gd","Typ","Attchd","Unf","Y","COD","Normal","None","GLQ",0,"RL","CBlock","Gd","ALQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","Fa","Plywood","TA"
"986","RL","Reg","Lvl","Inside","Edwards","Norm","2fmCon","1Story","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","ConLD","Normal","None","Unf",0,"RL","CBlock","No","ALQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","MetalSd","TA"
"987","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","1.5Fin","Hip","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","Fa","No","Unf","Unf","Gd","SBrkr","Gd","Typ","Attchd","Unf","Y","WD","Normal","None","Unf",0,"RM","CBlock","No","Unf","Feedr","AllPub","TA","Lvl","Gtl","Corner","Fa","VinylSd","TA"
"988","RL","IR1","Lvl","Inside","NridgHt","Norm","1Fam","1Story","Hip","VinylSd","VinylSd","Stone","Ex","TA","PConc","Ex","TA","Av","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","New","Partial","Stone","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Ex","Lvl","Gtl","Inside","TA","VinylSd","Ex"
"989","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","2Story","Gable","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ","Unf","TA","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","LwQ","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Plywood","TA"
"990","FV","Reg","Lvl","Inside","Somerst","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","None","Unf",0,"FV","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","Gd","VinylSd","Gd"
"991","RL","Reg","Lvl","Inside","NoRidge","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","Fin","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"992","RM","Reg","Lvl","Corner","OldTown","Norm","1Fam","2Story","Gable","Wd Sdng","Wd Sdng","None","Gd","Gd","BrkTil","TA","TA","No","BLQ","Unf","Gd","SBrkr","Gd","Typ","Attchd","Unf","P","WD","Normal","None","Unf",0,"RM","BrkTil","No","BLQ","Artery","AllPub","TA","Lvl","Gtl","Corner","TA","Wd Sdng","Gd"
"993","RL","Reg","Lvl","Inside","NAmes","Norm","1Fam","2Story","Hip","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","Gd","BLQ","Rec","Gd","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Rec",117,"RL","CBlock","Gd","BLQ","Norm","AllPub","TA","Lvl","Mod","Inside","TA","Wd Sdng","TA"
"994","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","2Story","Gable","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","New","Partial","None","Unf",0,"RL","PConc","No","Unf","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","TA"
"995","RL","Reg","Lvl","FR2","NridgHt","Norm","1Fam","1Story","Hip","CemntBd","CmentBd","Stone","Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf","Ex","SBrkr","Ex","Typ","Attchd","Fin","Y","WD","Normal","Stone","Unf",0,"RL","PConc","Gd","GLQ","Norm","AllPub","Ex","Lvl","Gtl","FR2","TA","CemntBd","Ex"
"996","RL","IR1","Lvl","Inside","BrkSide","Norm","1Fam","1.5Fin","Gable","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","ALQ","Unf","TA","SBrkr","TA","Typ","Detchd","Unf","Y","WD","Abnorml","None","Unf",0,"RL","CBlock","No","ALQ","Feedr","AllPub","TA","Lvl","Mod","Inside","TA","MetalSd","TA"
"997","RL","IR1","Lvl","Inside","NAmes","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Unf","TA","SBrkr","TA","Typ","Attchd","Unf","Y","COD","Normal","None","Unf",0,"RL","CBlock","No","Rec","Norm","AllPub","TA","Lvl","Gtl","Inside","TA","Wd Sdng","TA"
"998","RL","IR1","Lvl","Inside","NWAmes","Norm","1Fam","1Story","Hip","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Unf","Unf","TA","SBrkr","TA","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","CBlock","No","Unf","PosA","AllPub","TA","Lvl","Gtl","Inside","TA","HdBoard","TA"
"999","RM","Reg","Lvl","Inside","IDOTRR","Norm","1Fam","1Story","Hip","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","Fa","SBrkr","TA","Typ","Detchd","Unf","P","WD","Normal","None","Unf",0,"RM","BrkTil","No","Unf","Norm","AllPub","TA","Lvl","Gtl","Inside","Fa","Wd Sdng","TA"
"1000","RL","Reg","Lvl","Inside","CollgCr","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","Stone","Unf",0,"RL","PConc","Av","GLQ","Norm","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
"1001","RL","Reg","Lvl","Corner","Edwards","Norm","1Fam","1Story","Flat","BrkComm","Brk Cmn","None","TA","TA","Slab","Fa","Fa","Gd","LwQ","ALQ","Fa","FuseF","Fa","Min1","Detchd","Unf","Y","WD","Normal","None","ALQ",0,"RL","Slab","Gd","LwQ","Norm","AllPub","Fa","Lvl","Gtl","Corner","Fa","BrkComm","TA"
"1002","RL","Reg","Lvl","Corner","OldTown","Norm","1Fam","1Story","Gable","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","TA","No","Unf","Unf","Ex","FuseA","Ex","Typ","Detchd","Unf","N","WD","Abnorml","None","Unf",0,"RL","BrkTil","No","Unf","Norm","AllPub","Fa","Lvl","Gtl","Corner","TA","Wd Sdng","TA"
"1003","RL","IR1","Lvl","Inside","Somerst","Norm","1Fam","1Story","Gable","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","Ex","SBrkr","Gd","Typ","Attchd","RFn","Y","WD","Normal","BrkFace","Unf",0,"RL","PConc","No","GLQ","RRAn","AllPub","Gd","Lvl","Gtl","Inside","TA","VinylSd","Gd"
